Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Cnp	MGI:88437		Chr11:100465765-100472565 (+)	GRCm39		behavior/neurological | growth/size/body | mortality/aging | muscle | nervous system | skeleton	
mouse	Cnpy3	MGI:1919279	Chr17 C	Chr17:47046631-47063140 (-)	GRCm39		growth/size/body | hematopoietic system | immune system | mortality/aging	
mouse	Cnr1	MGI:104615		Chr4:33924593-33948831 (+)	GRCm39		adipose tissue | behavior/neurological | cellular | digestive/alimentary system | growth/size/body | homeostasis/metabolism | integument | mortality/aging | nervous system | reproductive system | skeleton | taste/olfaction	
mouse	Cntfr	MGI:99605		Chr4:41657498-41697089 (-)	GRCm39		behavior/neurological | mortality/aging | nervous system	
mouse	Cntnap1	MGI:1858201	Chr11 D	Chr11:101065429-101081550 (+)	GRCm39		behavior/neurological | growth/size/body | mortality/aging | muscle | nervous system | reproductive system | skeleton | vision/eye	
mouse	Cntrob	MGI:2443290		Chr11:69190313-69214601 (-)	GRCm39		mortality/aging	
mouse	Coa8	MGI:1915270	Chr12 F2	Chr12:111679695-111721487 (+)	GRCm39		behavior/neurological | cellular | homeostasis/metabolism | mortality/aging | muscle	
mouse	Coasy	MGI:1918993	Chr11 D	Chr11:100973391-100977445 (+)	GRCm39	neurodegeneration with brain iron accumulation 6	behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system	
mouse	cod	MGI:88443					behavior/neurological | growth/size/body | mortality/aging | muscle | nervous system | reproductive system	
mouse	Cog1	MGI:1333873	Chr11 E2	Chr11:113539995-113557880 (+)	GRCm39		mortality/aging	
mouse	Cog2	MGI:1923582		Chr8:125247506-125278747 (+)	GRCm39		growth/size/body | hematopoietic system | homeostasis/metabolism | mortality/aging	
mouse	Cog3	MGI:2450151		Chr14:75939790-75991998 (-)	GRCm39		homeostasis/metabolism | mortality/aging | vision/eye	
mouse	Col1a2	MGI:88468		Chr6:4505618-4541543 (+)	GRCm39	osteogenesis imperfecta | osteogenesis imperfecta type 3	adipose tissue | behavior/neurological | cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | muscle | nervous system | skeleton | vision/eye	
mouse	Col4a3	MGI:104688		Chr1:82564642-82699780 (+)	GRCm39	autosomal recessive Alport syndrome	behavior/neurological | cardiovascular system | cellular | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | vision/eye	
mouse	Col4a4	MGI:104687		Chr1:82426144-82564570 (-)	GRCm39	autosomal recessive Alport syndrome	behavior/neurological | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | vision/eye	
mouse	Col4a5	MGI:88456		ChrX:140258381-140472230 (+)	GRCm39	X-linked Alport syndrome	adipose tissue | cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | vision/eye	
mouse	Col7a1	MGI:88462		Chr9:108782654-108813943 (+)	GRCm39	recessive dystrophic epidermolysis bullosa	craniofacial | digestive/alimentary system | growth/size/body | hematopoietic system | immune system | integument | limbs/digits/tail | mortality/aging | skeleton	
mouse	Col10a1	MGI:88445	Chr10 B1-B3	Chr10:34265977-34273081 (+)	GRCm39	Schmid metaphyseal chondrodysplasia	behavior/neurological | cellular | craniofacial | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | limbs/digits/tail | mortality/aging | nervous system | skeleton	
mouse	Col11a2	MGI:88447		Chr17:34258411-34285659 (+)	GRCm39	autosomal dominant nonsyndromic deafness 13 | otospondylomegaepiphyseal dysplasia, autosomal recessive | Stickler syndrome	behavior/neurological | cardiovascular system | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | mortality/aging | respiratory system | skeleton	
mouse	Col12a1	MGI:88448		Chr9:79506273-79626113 (-)	GRCm39		behavior/neurological | cellular | growth/size/body | limbs/digits/tail | mortality/aging | muscle | skeleton	
mouse	Col13a1	MGI:1277201	Chr10 B4	Chr10:61674015-61814887 (-)	GRCm39	congenital myasthenic syndrome 19	behavior/neurological | cellular | growth/size/body | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | muscle | nervous system	
mouse	Col17a1	MGI:88450		Chr19:47634780-47680481 (-)	GRCm39	junctional epidermolysis bullosa non-Herlitz type	behavior/neurological | cellular | growth/size/body | hematopoietic system | immune system | integument | mortality/aging | pigmentation | renal/urinary system | reproductive system	
mouse	Col19a1	MGI:1095415	Chr1 A3	Chr1:24300971-24626553 (-)	GRCm39		behavior/neurological | digestive/alimentary system | growth/size/body | integument | mortality/aging | muscle	
mouse	Col25a1	MGI:1924268	Chr3 H1	Chr3:129973992-130393533 (+)	GRCm39		behavior/neurological | cellular | homeostasis/metabolism | mortality/aging | muscle | nervous system | respiratory system	
mouse	Col27a1	MGI:2672118	Chr4 C1	Chr4:63132246-63253228 (+)	GRCm39		cardiovascular system | craniofacial | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | mortality/aging | renal/urinary system | reproductive system | respiratory system | skeleton	
mouse	Colq	MGI:1338761	Chr14 B	Chr14:31245039-31313300 (-)	GRCm39	congenital myasthenic syndrome 5	behavior/neurological | growth/size/body | mortality/aging | nervous system	
mouse	Coq9	MGI:1915164		Chr8:95565041-95581523 (+)	GRCm39	coenzyme Q10 deficiency disease	behavior/neurological | cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | integument | mortality/aging | muscle | nervous system	
mouse	Coro2b	MGI:2444283		Chr9:62326774-62444326 (-)	GRCm39		cellular | homeostasis/metabolism | mortality/aging | renal/urinary system | reproductive system	
mouse	Cox6b1	MGI:107460	Chr7 A3	Chr7:30316396-30325539 (-)	GRCm39		cardiovascular system | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | mortality/aging | vision/eye	
mouse	Cox7a1	MGI:1316714		Chr7:29883596-29885455 (+)	GRCm39	dilated cardiomyopathy	cardiovascular system | cellular | growth/size/body | mortality/aging | muscle	
mouse	Cox10	MGI:1917633		Chr11:63853453-63970294 (-)	GRCm39	cytochrome-c oxidase deficiency disease | mitochondrial myopathy | Parkinson's disease	behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | skeleton	
mouse	Cpa3	MGI:88479		Chr3:20269784-20296345 (-)	GRCm39		hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system	
mouse	Cpd	MGI:107265		Chr11:76669250-76737844 (-)	GRCm39		embryo | growth/size/body | homeostasis/metabolism | integument | mortality/aging	
mouse	Cpeb2	MGI:2442640	Chr5 B	Chr5:43390513-43447067 (+)	GRCm39		cardiovascular system | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | respiratory system	
mouse	Cpeb3	MGI:2443075		Chr19:36998691-37186000 (-)	GRCm39		behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | reproductive system | vision/eye	
mouse	Cpeb4	MGI:1914829		Chr11:31822211-31885634 (+)	GRCm39		behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | mortality/aging | muscle | nervous system | reproductive system | respiratory system | skeleton	
mouse	Cpgi5563	MGI:5670665		Chr13:48698873-48700447	GRCm39		growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | skeleton	
mouse	Pou4f3	MGI:102523	Chr18 B3-E1	Chr18:42527662-42529158 (+)	GRCm39		behavior/neurological | cellular | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | mortality/aging | nervous system | reproductive system	
mouse	Ppara	MGI:104740		Chr15:85619184-85687020 (+)	GRCm39	diabetes mellitus | schizophrenia	adipose tissue | behavior/neurological | cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | vision/eye	
mouse	Ppargc1a	MGI:1342774	Chr5 C1	Chr5:51611592-51725068 (-)	GRCm39	age related macular degeneration | cardiomyopathy | congestive heart failure | Parkinson's disease	adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Ppargc1b	MGI:2444934		Chr18:61431207-61533502 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | skeleton	
mouse	Ppfia1	MGI:1924750		Chr7:144030495-144107466 (-)	GRCm39		behavior/neurological | embryo | growth/size/body | integument | mortality/aging | pigmentation	
mouse	Ppib	MGI:97750		Chr9:65967504-65973905 (+)	GRCm39	osteogenesis imperfecta type 9	craniofacial | growth/size/body | homeostasis/metabolism | integument | limbs/digits/tail | mortality/aging | skeleton	
mouse	Ppm1f	MGI:1918464		Chr16:16714333-16745228 (+)	GRCm39		behavior/neurological | mortality/aging	
mouse	Ppm1g	MGI:106065		Chr5:31360012-31377889 (-)	GRCm39	schizophrenia	mortality/aging | nervous system	
mouse	Ppm1k	MGI:2442111		Chr6:57483487-57512453 (-)	GRCm39	maple syrup urine disease	cellular | homeostasis/metabolism | mortality/aging	
mouse	Ppm1l	MGI:2139740		Chr3:69224251-69468131 (+)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system	
mouse	Ppme1	MGI:1919840	Chr7 F1	Chr7:99975944-100021103 (-)	GRCm39		behavior/neurological | homeostasis/metabolism | liver/biliary system | mortality/aging | respiratory system	
mouse	Ppp1cb	MGI:104871	Chr5 B1	Chr5:32616192-32651057 (+)	GRCm39		mortality/aging	
mouse	Ppp1r13l	MGI:3525053		Chr7:19093674-19112458 (+)	GRCm39	arrhythmogenic right ventricular cardiomyopathy | autosomal recessive disease	cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | reproductive system | vision/eye	
mouse	Ppp1r15b	MGI:2444211		Chr1:133058904-133067538 (+)	GRCm39		behavior/neurological | growth/size/body | hematopoietic system | integument | liver/biliary system | mortality/aging	
mouse	Ppp1r21	MGI:1921075		Chr17:88837552-88895795 (+)	GRCm39		mortality/aging	
mouse	Ppp2cb	MGI:1321161		Chr8:34089653-34109469 (+)	GRCm39		mortality/aging | vision/eye	
mouse	Ppp2r2a	MGI:1919228	Chr14 D1	Chr14:67251505-67309893 (-)	GRCm39		endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | skeleton	
mouse	Ppp2r2d	MGI:1289252		Chr7:138448073-138484786 (+)	GRCm39		behavior/neurological | growth/size/body | hematopoietic system | immune system | mortality/aging | reproductive system	
mouse	Ppp2r5c	MGI:1349475	Chr12 F2	Chr12:110413554-110549496 (+)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | vision/eye	
mouse	Ppp2r5d	MGI:2388481	Chr17 C	Chr17:46993917-47015952 (-)	GRCm39		behavior/neurological | mortality/aging | nervous system	
mouse	Ppp3ca	MGI:107164		Chr3:136375885-136643488 (+)	GRCm39	dilated cardiomyopathy	cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | renal/urinary system | respiratory system	
mouse	Ppp4r2	MGI:3027896		Chr6:100810583-100846895 (+)	GRCm39		behavior/neurological | mortality/aging | renal/urinary system	
mouse	Ppp5c	MGI:102666		Chr7:16738565-16761839 (-)	GRCm39		behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | neoplasm | pigmentation | reproductive system | skeleton	
mouse	Ppp6r2	MGI:1918724	Chr15 F1	Chr15:89095756-89171213 (+)	GRCm39		mortality/aging	
mouse	Ppt1	MGI:1298204	Chr4 D1-D3	Chr4:122730035-122752968 (+)	GRCm39	neuronal ceroid lipofuscinosis 1 | neuronal ceroid lipofuscinosis 3	behavior/neurological | craniofacial | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | nervous system | pigmentation | renal/urinary system | skeleton | vision/eye	
mouse	Ppt2	MGI:1860075		Chr17:34835636-34847484 (-)	GRCm39	neuronal ceroid lipofuscinosis	behavior/neurological | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | nervous system | pigmentation | renal/urinary system | reproductive system | vision/eye	
mouse	Pptc7	MGI:2444593		Chr5:122422461-122462344 (+)	GRCm39		behavior/neurological | embryo | growth/size/body | integument | mortality/aging	
mouse	Pqbp1	MGI:1859638		ChrX:7760758-7765508 (-)	GRCm39	Renpenning syndrome	behavior/neurological | cellular | embryo | growth/size/body | mortality/aging | nervous system	
mouse	Prap1	MGI:893573	Chr7 F5	Chr7:139673308-139677113 (+)	GRCm39		cellular | digestive/alimentary system | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Prdm2	MGI:107628		Chr4:142833961-142939560 (-)	GRCm39		endocrine/exocrine glands | mortality/aging | neoplasm | nervous system | respiratory system	
mouse	Prdm12	MGI:2685844		Chr2:31530049-31545807 (+)	GRCm39		behavior/neurological | cardiovascular system | cellular | embryo | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system	
mouse	Prdm14	MGI:3588194		Chr1:13183681-13197387 (-)	GRCm39		adipose tissue | behavior/neurological | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | liver/biliary system | mortality/aging | neoplasm | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Prdx1	MGI:99523		Chr4:116542796-116557197 (+)	GRCm39		cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | neoplasm | respiratory system | skeleton	
mouse	Prdx6	MGI:894320		Chr1:161067682-161078780 (-)	GRCm39		cardiovascular system | cellular | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | renal/urinary system | respiratory system	
mouse	Prepl	MGI:2441932		Chr17:85370898-85397669 (-)	GRCm39		behavior/neurological | growth/size/body | mortality/aging | muscle | nervous system | vision/eye	
mouse	Prf1	MGI:97551		Chr10:61133612-61140459 (+)	GRCm39	familial hemophagocytic lymphohistiocytosis 2 | multiple sclerosis | type 1 diabetes mellitus	behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | neoplasm | nervous system | reproductive system | respiratory system	
mouse	Prg4	MGI:1891344	Chr1 G	Chr1:150325163-150341916 (-)	GRCm39		behavior/neurological | cardiovascular system | growth/size/body | homeostasis/metabolism | integument | limbs/digits/tail | mortality/aging | skeleton	
mouse	Prkab1	MGI:1336167	Chr5 F	Chr5:116151645-116162567 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | nervous system | renal/urinary system | reproductive system | respiratory system | skeleton | vision/eye	
mouse	Prkab2	MGI:1336185		Chr3:97565527-97581128 (+)	GRCm39		adipose tissue | behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle	
mouse	Prkaca	MGI:97592	Chr8 C3	Chr8:84699622-84723072 (+)	GRCm39		adipose tissue | behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | liver/biliary system | mortality/aging | nervous system | renal/urinary system | reproductive system | skeleton	
mouse	Prkcd	MGI:97598		Chr14:30317311-30348167 (-)	GRCm39		cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | skeleton	
mouse	Prkch	MGI:97600	Chr12 C3-D1	Chr12:73631570-73824959 (+)	GRCm39		behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | neoplasm | vision/eye	
mouse	Prkd3	MGI:1922542	Chr17 E3	Chr17:79256834-79328245 (-)	GRCm39		homeostasis/metabolism | limbs/digits/tail | mortality/aging | skeleton	
mouse	Prkdc	MGI:104779	Chr16 B1	Chr16:15455730-15660099 (+)	GRCm39	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive	cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | pigmentation | renal/urinary system | respiratory system	
mouse	Prkg1	MGI:108174	Chr19 C2	Chr19:30541889-31742433 (-)	GRCm39		adipose tissue | behavior/neurological | cardiovascular system | cellular | digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system	
mouse	Prkn	MGI:1355296	Chr17 A3.2-A3.3	Chr17:11059271-12282248 (+)	GRCm39	Parkinson's disease 2	behavior/neurological | cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | integument | mortality/aging | muscle | nervous system | respiratory system | skeleton	
mouse	Prl7d1	MGI:97619		Chr13:27892981-27900720 (-)	GRCm39		cellular | embryo | endocrine/exocrine glands | hematopoietic system | immune system | mortality/aging | nervous system | reproductive system	
mouse	Prmt3	MGI:1919224		Chr7:49428094-49508013 (+)	GRCm39		adipose tissue | embryo | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | skeleton | vision/eye	
mouse	Prnp	MGI:97769		Chr2:131751848-131780349 (+)	GRCm39	Creutzfeldt-Jakob disease | fatal familial insomnia | Gerstmann-Straussler-Scheinker syndrome	behavior/neurological | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | mortality/aging | muscle | nervous system | reproductive system | skeleton | vision/eye	
mouse	Proc	MGI:97771	Chr18 B3	Chr18:32256179-32272623 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | nervous system	
mouse	Prokr1	MGI:1929676		Chr6:87555573-87567725 (-)	GRCm39		behavior/neurological | cardiovascular system | homeostasis/metabolism | mortality/aging | reproductive system | vision/eye	
mouse	Prop1	MGI:109330		Chr11:50841633-50844584 (-)	GRCm39	hypopituitarism	behavior/neurological | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system | reproductive system | respiratory system	
mouse	Proz	MGI:1860488	Chr8 A2	Chr8:13110914-13126026 (+)	GRCm39		homeostasis/metabolism | mortality/aging	
mouse	Prpf6	MGI:1922946		Chr2:181243112-181297454 (+)	GRCm39		behavior/neurological | hematopoietic system | homeostasis/metabolism | mortality/aging | skeleton	
mouse	Prpf8	MGI:2179381		Chr11:75377642-75400275 (+)	GRCm39	retinitis pigmentosa 13	mortality/aging | pigmentation | vision/eye	
mouse	Prpf38b	MGI:1914171	Chr3 G1	Chr3:108810121-108819043 (-)	GRCm39		cardiovascular system | growth/size/body | mortality/aging	
mouse	Prps1	MGI:97775	ChrX F1-F2	ChrX:139357362-139376889 (+)	GRCm39		mortality/aging	
mouse	Prrc2a	MGI:1915467		Chr17:35368052-35383873 (-)	GRCm39		behavior/neurological | growth/size/body | mortality/aging | nervous system	
mouse	Prrc2b	MGI:1923304		Chr2:32041094-32124549 (+)	GRCm39		cardiovascular system | craniofacial | embryo | endocrine/exocrine glands | homeostasis/metabolism | liver/biliary system | mortality/aging | muscle | nervous system | skeleton | vision/eye	
mouse	Prrc2c	MGI:1913754	Chr1 H1	Chr1:162499354-162568125 (-)	GRCm39		behavior/neurological | embryo | growth/size/body | hearing/vestibular/ear | integument | mortality/aging | nervous system	
mouse	Prrx1	MGI:97712		Chr1:163072688-163141279 (-)	GRCm39		behavior/neurological | cardiovascular system | craniofacial | digestive/alimentary system | embryo | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | limbs/digits/tail | mortality/aging | nervous system | respiratory system | skeleton	
mouse	Prss3b	MGI:1914623		Chr6:41007202-41012443 (-)	GRCm39	pancreatitis	digestive/alimentary system | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | immune system | mortality/aging	
mouse	Prss8	MGI:1923810		Chr7:127524888-127529276 (-)	GRCm39	autosomal recessive congenital ichthyosis 4B	behavior/neurological | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | vision/eye	
mouse	Prss21	MGI:1916698	Chr17 A3.3-B	Chr17:24087046-24092087 (+)	GRCm39		cardiovascular system | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | reproductive system	
mouse	Prss45	MGI:3605764		Chr9:110663656-110670378 (+)	GRCm39		mortality/aging	
mouse	Prtg	MGI:2444710		Chr9:72714556-72824589 (+)	GRCm39		behavior/neurological | cellular | craniofacial | embryo | growth/size/body | mortality/aging | nervous system | respiratory system | skeleton	
mouse	Ps	MGI:97782		Chr4:43631935-80769973	GRCm39		cellular | embryo | growth/size/body | homeostasis/metabolism | integument | limbs/digits/tail | mortality/aging | skeleton	
mouse	Psat1	MGI:2183441		Chr19:15882487-15902423 (-)	GRCm39		craniofacial | growth/size/body | homeostasis/metabolism | mortality/aging | nervous system	
mouse	Psenen	MGI:1913590	Chr7 A3	Chr7:30261290-30263052 (-)	GRCm39		mortality/aging	
mouse	Psg20	MGI:1891352		Chr7:18408032-18420110 (-)	GRCm39		homeostasis/metabolism | mortality/aging	
mouse	Pskh1	MGI:3528383		Chr8:106627106-106658434 (+)	GRCm39		cardiovascular system | growth/size/body | homeostasis/metabolism | mortality/aging | renal/urinary system | respiratory system	
mouse	Psmb10	MGI:1096380		Chr8:106662360-106665024 (-)	GRCm39		adipose tissue | cellular | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging	
mouse	Psmc2	MGI:109555		Chr5:21990281-22008785 (+)	GRCm39		behavior/neurological | homeostasis/metabolism | mortality/aging	
mouse	Psmd6	MGI:1913663		Chr14:8348818-8357578 (+)	GRCm39		mortality/aging	
mouse	Pspc1	MGI:1913895		Chr14:56959898-57015775 (-)	GRCm39		behavior/neurological | growth/size/body | hematopoietic system | immune system | mortality/aging | reproductive system	
mouse	Psph	MGI:97788		Chr5:129842622-129864318 (-)	GRCm39		cardiovascular system | cellular | craniofacial | digestive/alimentary system | embryo | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | neoplasm | nervous system | renal/urinary system | respiratory system | skeleton | vision/eye	
mouse	psrt	MGI:1890516		Chr7:43856859-51644753	GRCm39		behavior/neurological | growth/size/body | mortality/aging | nervous system	
mouse	Pst	MGI:97789					limbs/digits/tail | mortality/aging | renal/urinary system | skeleton	
mouse	Pstpip2	MGI:1335088	Chr18 E3	Chr18:77882250-77971462 (+)	GRCm39	chronic recurrent multifocal osteomyelitis	adipose tissue | behavior/neurological | cellular | craniofacial | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | nervous system | reproductive system | skeleton	
mouse	Pt	MGI:97790					embryo | growth/size/body | limbs/digits/tail | mortality/aging | skeleton	
mouse	pta	MGI:3522243		Chr2:119355394-125567658	GRCm39	atrial heart septal defect 1 | atrioventricular septal defect | DiGeorge syndrome	cardiovascular system | craniofacial | endocrine/exocrine glands | growth/size/body | hearing/vestibular/ear | hematopoietic system | immune system | limbs/digits/tail | mortality/aging | respiratory system | skeleton	
mouse	Ptbp2	MGI:1860489		Chr3:119512391-119578115 (-)	GRCm39		behavior/neurological | cellular | craniofacial | growth/size/body | homeostasis/metabolism | integument | mortality/aging | nervous system | respiratory system | skeleton | vision/eye	
mouse	Aqp2	MGI:1096865		Chr15:99476937-99482426 (+)	GRCm39	nephrogenic diabetes insipidus	behavior/neurological | growth/size/body | hematopoietic system | homeostasis/metabolism | integument | mortality/aging | renal/urinary system | reproductive system	
mouse	Aqp3	MGI:1333777	Chr4 B1	Chr4:41092724-41098183 (-)	GRCm39	nephrogenic diabetes insipidus	behavior/neurological | cardiovascular system | craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system | respiratory system | taste/olfaction | vision/eye	
mouse	Aqp4	MGI:107387		Chr18:15522553-15544039 (-)	GRCm39	malaria	behavior/neurological | cardiovascular system | digestive/alimentary system | endocrine/exocrine glands | hearing/vestibular/ear | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | renal/urinary system | reproductive system | vision/eye	
mouse	Aqp11	MGI:1913583		Chr7:97375586-97387454 (-)	GRCm39		cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | renal/urinary system | vision/eye	
mouse	Araf	MGI:88065	ChrX A2-A3.1	ChrX:20664053-20726758 (+)	GRCm39		behavior/neurological | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | mortality/aging | muscle	
mouse	Areg	MGI:88068		Chr5:91287458-91296291 (+)	GRCm39		behavior/neurological | cardiovascular system | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | reproductive system	
mouse	Arfgef1	MGI:2442988		Chr1:10207796-10302895 (-)	GRCm39		behavior/neurological | cardiovascular system | cellular | mortality/aging | nervous system	
mouse	Arg1	MGI:88070		Chr10:24791105-24803368 (-)	GRCm39	hyperargininemia	growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | nervous system	
mouse	Arhgap1	MGI:2445003		Chr2:91480463-91502670 (+)	GRCm39		adipose tissue | cellular | embryo | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | limbs/digits/tail | liver/biliary system | mortality/aging | muscle | nervous system | renal/urinary system | reproductive system | skeleton	
mouse	Arhgap5	MGI:1332637		Chr12:52550755-52618758 (+)	GRCm39		adipose tissue | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | mortality/aging | nervous system | respiratory system	
mouse	Arhgap10	MGI:1925764	Chr8 C2	Chr8:77976995-78244582 (-)	GRCm39		behavior/neurological | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | mortality/aging | reproductive system | skeleton	
mouse	Arhgap28	MGI:2147003		Chr17:68149708-68311115 (-)	GRCm39		behavior/neurological | cardiovascular system | embryo | hematopoietic system | immune system | mortality/aging | reproductive system	
mouse	Arhgap31	MGI:1333857	Chr16 B4	Chr16:38418705-38533397 (-)	GRCm39		cardiovascular system | embryo | growth/size/body | homeostasis/metabolism | integument | liver/biliary system | mortality/aging | nervous system	
mouse	Arhgap33	MGI:2673998		Chr7:30221651-30234485 (-)	GRCm39		behavior/neurological | cardiovascular system | mortality/aging | nervous system	
