Organism	Gene Symbol	ID	Genetic Location	Genome Coordinates	Build	Associated Human Diseases	Abnormal Mouse Phenotypes	
mouse	Tg(CD207-Dta)312Dhka	MGI:3762030					hematopoietic system | immune system	
mouse	Tg(Cga-LHB/CGB)94Jhn	MGI:2677848					cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | immune system | neoplasm | renal/urinary system | reproductive system	
mouse	Tg(Ckm-APPSw)A2Lfa	MGI:3720793				inclusion body myositis	behavior/neurological | homeostasis/metabolism | immune system | muscle | nervous system	
mouse	Tg(Ckm-APPSw)A6Lfa	MGI:3720794				inclusion body myositis	behavior/neurological | homeostasis/metabolism | immune system | muscle | nervous system	
mouse	Tg(Col1a1-FGF2*,-Sapphire)203Mmh	MGI:6297003				X-linked dominant hypophosphatemic rickets	growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | limbs/digits/tail | renal/urinary system | skeleton	
mouse	Tg(Col2a1-Mir140)#Asah	MGI:4461002					immune system | skeleton	
mouse	Tg(Col2a1-rtTA,tetO-COMP*)2Jath	MGI:4361024				pseudoachondroplasia	cellular | craniofacial | growth/size/body | immune system | skeleton	
mouse	Tg(Csf1r-Tnfsf15,-EGFP)#Targ	MGI:4943324				inflammatory bowel disease 16	cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | homeostasis/metabolism | immune system | integument | skeleton	
mouse	Tg(CYP1A1-PPARD)#Jfoe	MGI:4452387				psoriasis	cellular | hematopoietic system | immune system | integument	
mouse	Tg(DPP4)2Nnag	MGI:6403111				Middle East respiratory syndrome	homeostasis/metabolism | immune system | respiratory system	
mouse	Tg(DUX4*)1Maar	MGI:5555033					immune system | muscle | vision/eye	
mouse	Tg(ED-L2-IL1RN/IL1B)#Tcw	MGI:5308011				Barrett's esophagus | esophageal cancer	digestive/alimentary system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | neoplasm	
mouse	Tg(EIF1AX-Il31ra)1Jagr	MGI:3047480					behavior/neurological | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic system | immune system | integument | vision/eye	
mouse	Tg(Ela1-TAg)18Bri	MGI:3621125				pancreatic carcinoma	digestive/alimentary system | endocrine/exocrine glands | immune system | neoplasm	
mouse	Tg(Ela2a-Prss1*,-GFP)1Dbs	MGI:3832829					cellular | digestive/alimentary system | endocrine/exocrine glands | immune system	
mouse	Tg(Ela-KRAS*G12D)9Eps	MGI:4452518					digestive/alimentary system | endocrine/exocrine glands | hematopoietic system | immune system | neoplasm	
mouse	Tg(Emu-TXLNA)1Amjr	MGI:4430828				Sjogren's syndrome	cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | neoplasm | renal/urinary system | respiratory system | vision/eye	
mouse	Tg(F2RL1)1Mslb	MGI:3609027					immune system | respiratory system	
mouse	Tg(Fabp4-Angptl2)5Yo	MGI:4359627					adipose tissue | cellular | hematopoietic system | homeostasis/metabolism | immune system	
mouse	Tg(Fabp4-Apol6)#Hsul	MGI:7578887					adipose tissue | growth/size/body | homeostasis/metabolism | immune system | liver/biliary system	
mouse	Tg(FCGR2A)11Mkz	MGI:3056730				rheumatoid arthritis	hematopoietic system | immune system | renal/urinary system | respiratory system | skeleton	
mouse	Tg(FOXJ1-ACE2)1Rba	MGI:6415222				Coronavirus infectious disease | COVID-19 | severe acute respiratory syndrome	cardiovascular system | cellular | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | respiratory system	
mouse	Tg(Foxp3-HBEGF/EGFP)23.2Spar	MGI:4421415					endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | respiratory system	
mouse	Tg(Gfap-Ifna1)12Ilc	MGI:3621132					behavior/neurological | cardiovascular system | growth/size/body | immune system | mortality/aging | nervous system	
mouse	Tg(Gfap-Ifna1)39Ilc	MGI:3621133					behavior/neurological | cardiovascular system | growth/size/body | immune system | mortality/aging | nervous system	
mouse	Tg(Gfap-TNF*)K21Gkl	MGI:3766211				multiple sclerosis	cellular | immune system | nervous system	
mouse	Tg(H2-Ea-G6pc2)69Tkay	MGI:3790747				type 1 diabetes mellitus	cellular | endocrine/exocrine glands | hematopoietic system | immune system	
mouse	Tg(H2-Ea-Ins2)1Wehi	MGI:3590214				type 1 diabetes mellitus	cellular | digestive/alimentary system | endocrine/exocrine glands | hematopoietic system | immune system	
mouse	Tg(H2-Ea<d>)5Lt	MGI:3052549					endocrine/exocrine glands | immune system	
mouse	Tg(H2-Ea<d>)12Lt	MGI:3052552				type 1 diabetes mellitus	endocrine/exocrine glands | immune system	
mouse	Tg(H2-K1-HLA-A*)28Mpla	MGI:5428680				birdshot chorioretinopathy	cardiovascular system | immune system | pigmentation | vision/eye	
mouse	Tg(H2-K-Cd86)7All	MGI:3656397					growth/size/body | hematopoietic system | immune system	
mouse	Tg(H2-K-DUSP5)21Wjl	MGI:3807516					cellular | hematopoietic system | immune system | integument | mortality/aging | renal/urinary system	
mouse	Tg(H2-K-Fosl2,-EGFP)13Wag	MGI:3813492				idiopathic pulmonary fibrosis | systemic scleroderma	behavior/neurological | cardiovascular system | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | liver/biliary system | mortality/aging | muscle | neoplasm | renal/urinary system | respiratory system | skeleton	
mouse	Tg(H2-K<b>-Tcra,-Tcrb)1640Kurs	MGI:5644513				multiple sclerosis	behavior/neurological | hematopoietic system | homeostasis/metabolism | immune system | nervous system	
mouse	Tg(H2-L-IL6)1Kish	MGI:3805998					growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | neoplasm | renal/urinary system | skeleton	
mouse	Tg(H2-L-IL6)46Kish	MGI:3806460				amyloidosis | plasmacytoma	behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | neoplasm | renal/urinary system	
mouse	Tg(HBB-Myc)#Cos	MGI:6322999				autosomal dominant polycystic kidney disease	behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | neoplasm | renal/urinary system | respiratory system	
mouse	Tg(HIV)26Aln	MGI:3771188				acquired immunodeficiency syndrome	cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | immune system | integument | mortality/aging | muscle | neoplasm | renal/urinary system | vision/eye	
mouse	Tg(HLA-DRA*0101,HLA-DRB1*0101)1Dmz	MGI:3809473				rheumatoid arthritis	hematopoietic system | immune system | skeleton	
mouse	Tg(HTT*)NXwy	MGI:5635148				Huntington's disease	behavior/neurological | endocrine/exocrine glands | growth/size/body | immune system | muscle | nervous system | reproductive system	
mouse	Tg(Igh-6-Cd80)1Gjf	MGI:3656396					endocrine/exocrine glands | hematopoietic system | immune system	
mouse	Tg(Igh-6/Igh-V281)3Jwt	MGI:3056940				type 1 diabetes mellitus	endocrine/exocrine glands | immune system	
mouse	Tg(Igh-V186.2-TCL1A)3Cro	MGI:3841582				chronic lymphocytic leukemia	digestive/alimentary system | growth/size/body | hematopoietic system | immune system | liver/biliary system | mortality/aging | neoplasm	
mouse	Tg(Igh-V-CD40lg)#Tsub	MGI:4461028				inflammatory bowel disease | systemic lupus erythematosus	cellular | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | renal/urinary system	
mouse	Tg(IghH280)48Dvs	MGI:5752040					endocrine/exocrine glands | immune system	
mouse	Tg(IgkH280)934Dvs	MGI:5752041					endocrine/exocrine glands | immune system	
mouse	Tg(Il1rn)1Dih	MGI:3573759					cardiovascular system | homeostasis/metabolism | immune system	
mouse	Tg(Ins1-EGFP/GH1)14Hara	MGI:3583653					endocrine/exocrine glands | homeostasis/metabolism | immune system | mortality/aging	
mouse	Tg(Ins2-CD80)3B7Flv	MGI:3046790				type 1 diabetes mellitus	endocrine/exocrine glands | homeostasis/metabolism | immune system | renal/urinary system	
mouse	Tg(Ins2-CD86)12B70Flv	MGI:3764557					endocrine/exocrine glands | immune system	
mouse	Tg(Ins2-cre)5Lt	MGI:3721274					endocrine/exocrine glands | immune system | mortality/aging	
mouse	Tg(Ins2-GAD2)1Lt	MGI:3606175					endocrine/exocrine glands | immune system	
mouse	Tg(Ins2-GAD2)2Lt	MGI:3603346					endocrine/exocrine glands | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system	
mouse	Tg(Ins2-GP)#Psoh	MGI:5568708					endocrine/exocrine glands | homeostasis/metabolism | immune system | mortality/aging | renal/urinary system	
mouse	Tg(Ins2-Lta)#Flv	MGI:3764656					endocrine/exocrine glands | immune system | renal/urinary system	
mouse	Tg(Ins2-Tnf)17Flv	MGI:3764662					endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system	
mouse	Tg(INS-Il10)#Sar	MGI:3622648					cardiovascular system | digestive/alimentary system | endocrine/exocrine glands | immune system	
mouse	Tg(Itgam-FCAR)83Rcmo	MGI:6313614				IgA glomerulonephritis	hematopoietic system | homeostasis/metabolism | immune system | renal/urinary system	
mouse	Tg(ITGB1)0840Fmw	MGI:1926445				psoriasis	endocrine/exocrine glands | immune system | integument | vision/eye	
mouse	Tg(ITGB1)0869Fmw	MGI:1926447				psoriasis	endocrine/exocrine glands | immune system | integument | vision/eye	
mouse	Tg(ITGB1)0870Fmw	MGI:1926444				psoriasis	endocrine/exocrine glands | immune system | integument | vision/eye	
mouse	Tg(IVL-KLK5)#Hov	MGI:5583015				Netherton syndrome	behavior/neurological | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument	
mouse	Tg(K18-ACE2)2Prlmn	MGI:6389234				COVID-19 | severe acute respiratory syndrome	behavior/neurological | cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | nervous system | respiratory system | vision/eye	
mouse	Tg(Kit*D814V)1Roer	MGI:4942354				mastocytosis	digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | liver/biliary system | mortality/aging | neoplasm	
mouse	Tg(Kit*D814V)2Roer	MGI:4942355				mastocytosis	digestive/alimentary system | endocrine/exocrine glands | growth/size/body | hematopoietic system | immune system | integument | neoplasm	
mouse	Tg(Kit*D814V)3Roer	MGI:4942356				mastocytosis	digestive/alimentary system | growth/size/body | hematopoietic system | immune system | integument | liver/biliary system | mortality/aging | neoplasm	
mouse	Tg(KRT5-IKBKB)2Armz	MGI:4456268				dermatitis	cellular | craniofacial | endocrine/exocrine glands | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | pigmentation | skeleton | vision/eye	
mouse	Tg(KRT5-TGFB1)F2020Xjw	MGI:3802582				psoriasis	cardiovascular system | cellular | hematopoietic system | immune system | integument	
mouse	Tg(Krt14-Angptl2)1Yo	MGI:4359458				dermatomyositis	immune system | integument | limbs/digits/tail | muscle	
mouse	Tg(KRT14-CASP1)1Miz	MGI:3621155				atopic dermatitis	behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging	
mouse	Tg(Krt14-Ifnk)#Cya	MGI:7258009					growth/size/body | hematopoietic system | immune system | integument	
mouse	Tg(KRT14-Il1f6)1Hblu	MGI:3762032					growth/size/body | homeostasis/metabolism | immune system | integument | limbs/digits/tail	
mouse	Tg(KRT14-Il4)#Lsch	MGI:5564934				atopic dermatitis	behavior/neurological | cellular | hematopoietic system | homeostasis/metabolism | immune system | integument | vision/eye	
mouse	Tg(KRT14-Il7)1Tsk	MGI:4454785					craniofacial | growth/size/body | hearing/vestibular/ear | immune system | integument | mortality/aging | reproductive system | vision/eye	
mouse	Tg(KRT14-Il18)#Knak	MGI:5563664				atopic dermatitis	behavior/neurological | hematopoietic system | homeostasis/metabolism | immune system | integument	
mouse	Tg(Krt14-Rac1*G12V)#Mrnk	MGI:6274277				psoriasis	behavior/neurological | cardiovascular system | growth/size/body | homeostasis/metabolism | immune system | integument | skeleton	
mouse	Tg(KRT14-VP16/NR1I2)13Sdub	MGI:6330733				atopic dermatitis	cellular | hematopoietic system | homeostasis/metabolism | immune system | integument	
mouse	Tg(KRT18*R89C)22Rgo	MGI:7262686				hepatitis	cardiovascular system | cellular | homeostasis/metabolism | immune system | liver/biliary system	
mouse	Tg(KRT18*R89C)30Rgo	MGI:7262687				hepatitis	cardiovascular system | cellular | homeostasis/metabolism | immune system | liver/biliary system	
mouse	Tg(KRT18*R89C)50Rgo	MGI:7262688				hepatitis	cardiovascular system | cellular | homeostasis/metabolism | immune system | liver/biliary system	
mouse	Tg(KRT18-DPP4)3Pbmj	MGI:6402171				Middle East respiratory syndrome	cardiovascular system | digestive/alimentary system | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | renal/urinary system | respiratory system	
mouse	Tg(Lck-Il31)1Jagr	MGI:3047481					behavior/neurological | craniofacial | growth/size/body | hearing/vestibular/ear | hematopoietic system | immune system | integument | vision/eye	
mouse	Tg(LCK-NFKBIA)5Dwb	MGI:3056808					cellular | hematopoietic system | immune system	
mouse	Tg(Lck-Tnfsf4)1Nish	MGI:2651560				primary pulmonary hypertension	cardiovascular system | cellular | growth/size/body | hematopoietic system | immune system | muscle | respiratory system	
mouse	Tg(Lck-Tnfsf15,-EGFP)#Targ	MGI:4943325				inflammatory bowel disease 16	cardiovascular system | cellular | digestive/alimentary system | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | integument | skeleton	
mouse	Tg(Lck-Tslp)1Chea	MGI:3850494				cryoglobulinemia | membranoproliferative glomerulonephritis	cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | liver/biliary system | renal/urinary system | respiratory system	
mouse	Tg(Lck-VIPR2)1Ejg	MGI:3819791					hematopoietic system | immune system	
mouse	Tg(Ly6a-GCSAM)102AIsg	MGI:5642050				amyloidosis	behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | respiratory system	
mouse	Tg(LYZ-rtTA2S*M2,tetO-ELAVL1)632Dkon	MGI:5429341					digestive/alimentary system | homeostasis/metabolism | immune system | neoplasm	
mouse	Tg(Mbp-SNCA)1Ema	MGI:5634091				multiple system atrophy	behavior/neurological | homeostasis/metabolism | immune system | nervous system	
mouse	Tg(Mcpt8-cre)1Voeh	MGI:4834474					hematopoietic system | immune system	
mouse	Tg(MMTV-ENPP2)#Gbm	MGI:4835255				breast cancer	endocrine/exocrine glands | immune system | integument | neoplasm	
mouse	Tg(MMTV-LPAR1)2Gbm	MGI:4835246				breast cancer	endocrine/exocrine glands | immune system | integument | neoplasm	
mouse	Tg(MMTV-LPAR1)7Gbm	MGI:4835247				breast cancer	endocrine/exocrine glands | immune system | integument | neoplasm	
mouse	Tg(MMTV-LPAR1)#Gbm	MGI:4835245				breast cancer	endocrine/exocrine glands | immune system | integument | neoplasm	
mouse	Tg(MMTV-LPAR2)3Gbm	MGI:4835250				breast cancer	endocrine/exocrine glands | immune system | integument | neoplasm	
mouse	Tg(MMTV-LPAR2)6Gbm	MGI:4835251				breast cancer	endocrine/exocrine glands | immune system | integument | neoplasm	
mouse	Tg(MMTV-LPAR2)#Gbm	MGI:4835249				breast cancer	endocrine/exocrine glands | immune system | integument | neoplasm	
mouse	Tg(MMTV-LPAR3)3Gbm	MGI:4835253				breast cancer	endocrine/exocrine glands | immune system | integument | neoplasm	
mouse	Tg(MMTV-LPAR3)#Gbm	MGI:4835252				breast cancer	endocrine/exocrine glands | immune system | integument | neoplasm	
mouse	Tg(Mpz-RAF1/ESR1)A668Ayld	MGI:5427466					behavior/neurological | cardiovascular system | cellular | hematopoietic system | immune system | limbs/digits/tail | nervous system	
mouse	Tg(Msr1-MMP9)#Apar	MGI:5475004				pulmonary emphysema	hematopoietic system | immune system | respiratory system	
mouse	Tg(MSR1-Plau)1Ddi	MGI:3690132					cardiovascular system | growth/size/body | immune system	
mouse	Tg(Mt1-Crry)26Quig	MGI:3699712					immune system | renal/urinary system	
mouse	Tg(Mt1-TGFBR2*)AM3Epb	MGI:5806464					digestive/alimentary system | endocrine/exocrine glands | immune system	
mouse	Tg(MT2A-TGFBR2)4Rser	MGI:5907608				osteoarthritis	homeostasis/metabolism | immune system | limbs/digits/tail | neoplasm | skeleton	
mouse	Tg(Mup3-Plau)350-2Eps	MGI:5781012				hepatocellular carcinoma | steatotic liver disease	cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | immune system | integument | liver/biliary system | neoplasm	
mouse	Tg(Myh6*/tetO-Capn1)L3Gwd	MGI:4437571					cardiovascular system | cellular | growth/size/body | immune system | mortality/aging | muscle	
mouse	Tg(Myh6-2A)#Know	MGI:5569638				dilated cardiomyopathy	cardiovascular system | cellular | homeostasis/metabolism | immune system | muscle | respiratory system	
mouse	Tg(Myh6-BAG3*P209L)#Mswi	MGI:6324027				myofibrillar myopathy 6	cardiovascular system | cellular | growth/size/body | immune system | muscle	
mouse	Tg(Myh6-Grem2)1Akh	MGI:6343529					cardiovascular system | homeostasis/metabolism | immune system | muscle	
mouse	Tg(Myh6-JUP*)1Dpju	MGI:6501729				arrhythmogenic right ventricular dysplasia 12	cardiovascular system | cellular | immune system | mortality/aging | muscle	
mouse	Tg(Myh6-Tnf)1Brgi	MGI:3586561				congestive heart failure	behavior/neurological | cardiovascular system | homeostasis/metabolism | immune system | mortality/aging | muscle | respiratory system	
mouse	Tg(Myh6-Tnf)2Brgi	MGI:3586562				congestive heart failure	behavior/neurological | cardiovascular system | homeostasis/metabolism | immune system | mortality/aging | muscle | respiratory system	
mouse	Tg(Myh6-Tnnt2*R92Q)2Lnwd	MGI:3692454				hypertrophic cardiomyopathy 2	cardiovascular system | cellular | growth/size/body | immune system | muscle	
mouse	Tg(Myh6-Tnnt2*R92Q)3Lnwd	MGI:3692455					cardiovascular system | cellular | growth/size/body | immune system | muscle	
mouse	Tg(Pcp2-TBP*)69Hmhl	MGI:5142232				spinocerebellar ataxia type 17	behavior/neurological | immune system | nervous system	
mouse	Tg(Pim1-Il9)5Jcrd	MGI:3590499					endocrine/exocrine glands | homeostasis/metabolism | immune system | neoplasm	
mouse	Tg(PLADA)4118Rkmb	MGI:2683065				adenosine deaminase deficiency	cardiovascular system | embryo | endocrine/exocrine glands | hematopoietic system | immune system | mortality/aging | renal/urinary system | respiratory system | skeleton	
mouse	Tg(PLP1*)4Rsj	MGI:4459440				multiple sclerosis	behavior/neurological | immune system | mortality/aging | nervous system | vision/eye	
mouse	Tg(Prnp-ATXN7*92Q)6529Als	MGI:5704404					behavior/neurological | digestive/alimentary system | growth/size/body | immune system | mortality/aging | nervous system | vision/eye	
mouse	Tg(Prnp-Immt/SOD1*G93A)7Gmnf	MGI:5575974				amyotrophic lateral sclerosis type 1	behavior/neurological | cardiovascular system | cellular | growth/size/body | immune system | integument | muscle | nervous system | renal/urinary system | reproductive system | skeleton	
mouse	Tg(Prnp-MAPT*P301L)JNPL3Hlmc	MGI:3604138				Alzheimer's disease | frontotemporal dementia	behavior/neurological | growth/size/body | immune system | mortality/aging | muscle | nervous system | vision/eye	
mouse	Tg(Psp-Rbbp4)1Yoha	MGI:3818759				Sjogren's syndrome	digestive/alimentary system | endocrine/exocrine glands | hematopoietic system | homeostasis/metabolism | immune system | vision/eye	
mouse	Tg(RIP1-Tag)5Dh	MGI:2449059					endocrine/exocrine glands | homeostasis/metabolism | immune system | mortality/aging | neoplasm	
mouse	Tg(Scgb1a1-IL6)9Flv	MGI:3835843				primary pulmonary hypertension	cardiovascular system | growth/size/body | immune system | muscle | respiratory system	
mouse	Tg(Scgb1a1-Il13)2Eli	MGI:3832392					hematopoietic system | immune system | respiratory system	
mouse	Tg(Scgb1a1-Il17a)3Cdon	MGI:3851443					homeostasis/metabolism | immune system | respiratory system	
mouse	Tg(Scgb1a1-Il17f,GFP)1Cdon	MGI:3803110					immune system | respiratory system	
mouse	Tg(Scgb1a1-rtTA,-tTS,tetO-TGFB1*)1Eli	MGI:4821391					immune system | respiratory system	
mouse	Tg(Scgb1a1-Scnn1b)6608Bouc	MGI:3605470				cystic fibrosis	cellular | immune system | mortality/aging | respiratory system	
mouse	Tg(SERPINA1*E342K)#Slcw	MGI:3847800				alpha 1-antitrypsin deficiency	cellular | homeostasis/metabolism | immune system | liver/biliary system	
mouse	Tg(SERPINA1-HBVX)1655Jtsb	MGI:5706930					immune system | liver/biliary system	
mouse	Tg(Sftpc-Grem1)105Mmyl	MGI:5707175					immune system | respiratory system	
mouse	Tg(SFTPC-Il18)AThos	MGI:5688491					cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | muscle | respiratory system | skeleton	
mouse	Tg(SFTPC-rtTA,tetO-Tnf)320-1Gwho	MGI:4437864					hematopoietic system | immune system | respiratory system	
mouse	Tg(SFTPC-Tnf)2Pva	MGI:5644301				idiopathic pulmonary fibrosis	cardiovascular system | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | respiratory system	
mouse	Tg(Sirt1)ASrn	MGI:5529481					behavior/neurological | homeostasis/metabolism | immune system | liver/biliary system	
mouse	Tg(SOD1*G93A)1Gur	MGI:2388308	Chr12 E	Chr12:97132574-97132574	GRCm39	amyotrophic lateral sclerosis type 1	adipose tissue | behavior/neurological | cardiovascular system | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system	
mouse	Tg(Stat3*)9199Alau	MGI:5574059				hyper IgE recurrent infection syndrome 1	digestive/alimentary system | hematopoietic system | immune system | mortality/aging	
mouse	Tg(SV40-KLK7)1010Teg	MGI:5563690				atopic dermatitis	behavior/neurological | growth/size/body | immune system | integument	
mouse	Tg(Tcra2C,Tcrb2C)1Dlo	MGI:3621455					endocrine/exocrine glands | hematopoietic system | immune system | integument	
mouse	Tg(Tcra2D2,Tcrb2D2)1Kuch	MGI:3700835					cellular | craniofacial | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | nervous system | vision/eye	
mouse	Tg(TcraBDC2.5,TcrbBDC2.5)1Doi	MGI:3612117					digestive/alimentary system | endocrine/exocrine glands | hematopoietic system | immune system	
mouse	Tg(TcraR28,TcrbR28)KRNDim	MGI:3767249				rheumatoid arthritis	cellular | growth/size/body | hematopoietic system | immune system | limbs/digits/tail | renal/urinary system | skeleton	
mouse	Tg(TcraTcrb)1100Mjb	MGI:3055219					cellular | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | neoplasm	
mouse	Tg(TcraTcrbNY4.1)1Pesa	MGI:3849005					endocrine/exocrine glands | immune system	
mouse	Tg(TcraTcrbNY8.3)1Pesa	MGI:3584119				type 1 diabetes mellitus	endocrine/exocrine glands | homeostasis/metabolism | immune system	
mouse	Tg(TcrbBL17)1Lmor	MGI:3790482					immune system | skeleton	
mouse	Tg(Tek-Jam3)1Maal	MGI:3767830					cellular | digestive/alimentary system | growth/size/body | hematopoietic system | immune system | mortality/aging | nervous system | reproductive system | respiratory system	
mouse	Tg(Tek-Procr)1Cte	MGI:3703323					hematopoietic system | homeostasis/metabolism | immune system | mortality/aging	
mouse	Tg(Tek-Tnf*)5382Mcla	MGI:5588001					immune system | liver/biliary system | renal/urinary system | respiratory system	
mouse	Tg(tetO-APPSwInd)107Dbo	MGI:3708461				Alzheimer's disease	behavior/neurological | homeostasis/metabolism | immune system | nervous system	
mouse	Tg(tetO-CTGF)#Swu	MGI:5473717				lower respiratory tract disease	cardiovascular system | growth/size/body | immune system | muscle | respiratory system	
mouse	Tg(tetO-DDR2)#Yeli	MGI:6270425					homeostasis/metabolism | immune system | skeleton	
mouse	Tg(tetO-EDN1,-lacZ)9Mhus	MGI:4837875					behavior/neurological | cardiovascular system | cellular | growth/size/body | immune system | integument | liver/biliary system | mortality/aging | muscle | pigmentation | respiratory system	
mouse	Tg(tetO-EGFR*T790M*L858R)19Kkw	MGI:5781127				lung cancer	immune system | neoplasm | respiratory system	
mouse	Tg(tetO-H2-K1)#Papl	MGI:5547615				myositis	behavior/neurological | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | muscle | skeleton	
mouse	Tg(tetO-HDAC5*)1Eno	MGI:4417968					behavior/neurological | cardiovascular system | cellular | homeostasis/metabolism | immune system | mortality/aging | muscle	
mouse	Tg(tetO-Ifng)184Pop	MGI:4355870				medulloblastoma	behavior/neurological | growth/size/body | immune system | mortality/aging | neoplasm | nervous system	
mouse	Tg(tetO-IL1B)KBry	MGI:5444500				asthma | lower respiratory tract disease	cardiovascular system | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | respiratory system	
mouse	Tg(tetO-Il13)1Tazh	MGI:3850184				atopic dermatitis	cardiovascular system | hematopoietic system | homeostasis/metabolism | immune system | integument	
mouse	Tg(tetO-LMNA*G608G,-EGFP)VF1-07Maer	MGI:3834664				progeria	craniofacial | digestive/alimentary system | endocrine/exocrine glands | growth/size/body | immune system | integument | mortality/aging | skeleton	
mouse	Tg(tetO-NOS2,-lacZ)240iMhus	MGI:4837724					behavior/neurological | cardiovascular system | cellular | growth/size/body | homeostasis/metabolism | immune system | mortality/aging | muscle | respiratory system	
mouse	Tg(tetO-Prkar1a*x2as)1Stra	MGI:4843140				Carney complex | primary pigmented nodular adrenocortical disease	adipose tissue | cellular | endocrine/exocrine glands | growth/size/body | homeostasis/metabolism | immune system | integument | liver/biliary system | mortality/aging | neoplasm | nervous system	
mouse	Tg(tetO-Spp1)5Gad	MGI:5475547				dilated cardiomyopathy	cardiovascular system | immune system | mortality/aging | muscle	
mouse	Tg(tetO-Tek)1Dmt	MGI:3842935				psoriasis	cardiovascular system | growth/size/body | hematopoietic system | immune system | integument | vision/eye	
mouse	Tg(tetO-TGFB1*C223S*C225S)1Glk	MGI:3815086					cellular | growth/size/body | immune system | integument | mortality/aging | renal/urinary system	
mouse	Tg(tetO/CMV-Tslp)#Sfz	MGI:5317860				atopic dermatitis | autoimmune hemolytic anemia	cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | vision/eye	
mouse	Tg(TetOp-Polb/tTA)2Sbl	MGI:3699716					cellular | digestive/alimentary system | endocrine/exocrine glands | immune system | limbs/digits/tail | neoplasm | renal/urinary system | skeleton | vision/eye	
mouse	Tg(Tgfa)1Efu	MGI:1926781					craniofacial | digestive/alimentary system | growth/size/body | hearing/vestibular/ear | immune system | integument | limbs/digits/tail | neoplasm | renal/urinary system | reproductive system | skeleton | vision/eye	
mouse	Tg(THY1-APP)2Somm	MGI:2448167					homeostasis/metabolism | immune system | nervous system	
mouse	Tg(Thy1-APP)3Somm	MGI:2448181				Alzheimer's disease | cerebral amyloid angiopathy	behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | mortality/aging | muscle | nervous system	
mouse	Tg(Thy1-MAPT*P301S)2541Godt	MGI:3838540				frontotemporal dementia	behavior/neurological | immune system | muscle | nervous system | vision/eye	
mouse	Tg(Tk1-DPP4)27Ysj	MGI:6443609				Middle East respiratory syndrome	behavior/neurological | cardiovascular system | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | integument | mortality/aging | nervous system | respiratory system	
mouse	Tg(Tlr7)1Boll	MGI:5444395				systemic lupus erythematosus	growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | liver/biliary system | mortality/aging | renal/urinary system	
mouse	Tg(Tlr7)6Boll	MGI:5488497					cellular | growth/size/body | hematopoietic system | immune system | liver/biliary system | mortality/aging | renal/urinary system | respiratory system	
mouse	Tg(TNF)197Gkl	MGI:3053712				rheumatoid arthritis	behavior/neurological | cellular | growth/size/body | hematopoietic system | homeostasis/metabolism | immune system | skeleton	
mouse	Tg(TNF)3647Gkl	MGI:4818260				rheumatoid arthritis	cellular | immune system | skeleton	
